YR,PRD,MONTH,DATE,SCENRO,MU,BU,SCTR,CNTRY,SUBBRAND,AMT
2018,3.0,2,2018-02-01,Actual,Belgium,NE,Europe,Belgium,L3_24,283.1500567089107
2018,3.0,2,2018-02-01,Actual,Belgium,NE,Europe,Belgium,L3_956,1150983.0486437452
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,206773.69974569045
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1259,10001.475840595127
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_2198,92943.72080900015
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_24,27576.275246032135
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_3190,3683.613590413729
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_410,8732.467788634267
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_956,2795.4675138954444
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,243700.59456298916
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1259,28669.746324487685
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_2198,79287.70085873494
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_24,31714.327981796796
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_3190,10214.472395792975
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_410,11274.85857995252
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_956,4962.205800511436
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1233,51205.85686811691
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_2198,5179.179024007946
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_24,5181.644628891253
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_410,270.51207089670527
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1233,102026.75533451211
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1259,4791.275985713582
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_2198,7092.488358822991
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_24,5403.901291272464
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1233,37174.614132846786
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1259,7151.733320183442
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_24,50200.136664952486
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_26,19670.44021612787
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_410,3236.719195790156
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4445,7682.516396272006
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4506,2933.8936126746175
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4507,9999.172261241396
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_837,17363.324480814073
2017,3.0,2,2017-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_956,15283.107789197833
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1233,38572.6261509091
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1259,10202.644537276423
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_2198,424.78848632998245
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_24,55266.17965101126
2018,3.0,2,2018-02-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_26,25508.273865293442
